0,faces_with_mask_2208.jpg,faces_with_mask_2208.txt
1,faces_with_mask_1888.jpg,faces_with_mask_1888.txt
2,faces_with_mask_2114.jpg,faces_with_mask_2114.txt
3,faces_3789.jpg,faces_3789.txt
4,faces_with_glasses_0513.jpg,faces_with_glasses_0513.txt
5,faces_with_mask_3946.jpg,faces_with_mask_3946.txt
6,faces_6255.jpg,faces_6255.txt
7,faces_with_glasses_1756.jpg,faces_with_glasses_1756.txt
8,faces_with_glasses_0745.jpg,faces_with_glasses_0745.txt
9,faces_5532.jpg,faces_5532.txt
10,faces_3590.jpg,faces_3590.txt
11,faces_with_mask_0840.jpg,faces_with_mask_0840.txt
12,faces_1906.jpg,faces_1906.txt
13,faces_with_mask_2862.jpg,faces_with_mask_2862.txt
14,faces_0276.jpg,faces_0276.txt
15,faces_with_glasses_and_mask_0399.jpg,faces_with_glasses_and_mask_0399.txt
16,faces_with_glasses_and_mask_0743.jpg,faces_with_glasses_and_mask_0743.txt
17,faces_2249.jpg,faces_2249.txt
18,faces_with_glasses_and_mask_2859.jpg,faces_with_glasses_and_mask_2859.txt
19,faces_with_glasses_and_mask_0395.jpg,faces_with_glasses_and_mask_0395.txt
20,faces_3264.jpg,faces_3264.txt
21,faces_with_mask_0328.jpg,faces_with_mask_0328.txt
22,faces_with_mask_2477.jpg,faces_with_mask_2477.txt
23,faces_with_mask_4042.jpg,faces_with_mask_4042.txt
24,faces_with_mask_4729.jpg,faces_with_mask_4729.txt
25,faces_with_glasses_and_mask_0843.jpg,faces_with_glasses_and_mask_0843.txt
26,faces_with_glasses_and_mask_2533.jpg,faces_with_glasses_and_mask_2533.txt
27,faces_with_mask_4551.jpg,faces_with_mask_4551.txt
28,faces_with_glasses_and_mask_1060.jpg,faces_with_glasses_and_mask_1060.txt
29,faces_3830.jpg,faces_3830.txt
30,faces_with_glasses_and_mask_2312.jpg,faces_with_glasses_and_mask_2312.txt
31,faces_with_mask_3300.jpg,faces_with_mask_3300.txt
32,faces_with_glasses_and_mask_2282.jpg,faces_with_glasses_and_mask_2282.txt
33,faces_4432.jpg,faces_4432.txt
34,faces_1138.jpg,faces_1138.txt
35,faces_with_mask_0931.jpg,faces_with_mask_0931.txt
36,faces_0263.jpg,faces_0263.txt
37,faces_with_glasses_and_mask_3522.jpg,faces_with_glasses_and_mask_3522.txt
38,faces_4812.jpg,faces_4812.txt
39,faces_4961.jpg,faces_4961.txt
40,faces_with_glasses_and_mask_0608.jpg,faces_with_glasses_and_mask_0608.txt
41,faces_1880.jpg,faces_1880.txt
42,faces_1016.jpg,faces_1016.txt
43,faces_with_glasses_3309.jpg,faces_with_glasses_3309.txt
44,faces_2272.jpg,faces_2272.txt
45,faces_1984.jpg,faces_1984.txt
46,faces_3889.jpg,faces_3889.txt
47,faces_2702.jpg,faces_2702.txt
48,faces_3881.jpg,faces_3881.txt
49,faces_with_glasses_and_mask_3306.jpg,faces_with_glasses_and_mask_3306.txt
50,faces_3080.jpg,faces_3080.txt
51,faces_2310.jpg,faces_2310.txt
52,faces_with_glasses_and_mask_0750.jpg,faces_with_glasses_and_mask_0750.txt
53,faces_with_mask_2833.jpg,faces_with_mask_2833.txt
54,faces_2340.jpg,faces_2340.txt
55,faces_with_mask_2728.jpg,faces_with_mask_2728.txt
56,faces_with_glasses_and_mask_2850.jpg,faces_with_glasses_and_mask_2850.txt
57,faces_with_mask_4843.jpg,faces_with_mask_4843.txt
58,faces_with_glasses_0981.jpg,faces_with_glasses_0981.txt
59,faces_with_glasses_0641.jpg,faces_with_glasses_0641.txt
60,faces_with_glasses_2506.jpg,faces_with_glasses_2506.txt
61,faces_with_mask_3938.jpg,faces_with_mask_3938.txt
62,faces_with_mask_3034.jpg,faces_with_mask_3034.txt
63,faces_with_mask_2746.jpg,faces_with_mask_2746.txt
64,faces_3804.jpg,faces_3804.txt
65,faces_with_glasses_and_mask_1932.jpg,faces_with_glasses_and_mask_1932.txt
66,faces_2870.jpg,faces_2870.txt
67,faces_with_mask_1775.jpg,faces_with_mask_1775.txt
68,faces_with_mask_4505.jpg,faces_with_mask_4505.txt
69,faces_with_glasses_and_mask_3013.jpg,faces_with_glasses_and_mask_3013.txt
70,faces_with_glasses_and_mask_3082.jpg,faces_with_glasses_and_mask_3082.txt
71,faces_2309.jpg,faces_2309.txt
72,faces_with_mask_2641.jpg,faces_with_mask_2641.txt
73,faces_with_mask_4823.jpg,faces_with_mask_4823.txt
74,faces_with_glasses_1345.jpg,faces_with_glasses_1345.txt
75,faces_with_glasses_and_mask_1316.jpg,faces_with_glasses_and_mask_1316.txt
76,faces_with_mask_3928.jpg,faces_with_mask_3928.txt
77,faces_with_mask_1020.jpg,faces_with_mask_1020.txt
78,faces_with_glasses_and_mask_1655.jpg,faces_with_glasses_and_mask_1655.txt
79,faces_0294.jpg,faces_0294.txt
80,faces_with_mask_0573.jpg,faces_with_mask_0573.txt
81,faces_0164.jpg,faces_0164.txt
82,faces_5784.jpg,faces_5784.txt
83,faces_with_glasses_2289.jpg,faces_with_glasses_2289.txt
